n,tier,channel,title,status,quote,file
19,A,Microsoft Learn,Prepare for Microsoft Certification Exam AB-731: AI Transformation Leader,ok,"This session is designed to focus on what the exam expects you to know, not to teach every concept in depth.",transcripts/2026-07-18/Prepare_for_Microsoft_Certification_Exam_AB-731_AI_Transform__mj_lyhuWbig.md
19,A,Microsoft Learn,Prepare for Microsoft Certification Exam AB-731: AI Transformation Leader,ok,So know that an AI council is the central body for guiding the AI strategy and governance.,transcripts/2026-07-18/Prepare_for_Microsoft_Certification_Exam_AB-731_AI_Transform__mj_lyhuWbig.md
19,A,Microsoft Learn,Prepare for Microsoft Certification Exam AB-731: AI Transformation Leader,ok,"And one of the common barriers to AI adoption are primarily people, the trust, the processes, and the leadership, not the technology",transcripts/2026-07-18/Prepare_for_Microsoft_Certification_Exam_AB-731_AI_Transform__mj_lyhuWbig.md
19,A,Microsoft Learn,Prepare for Microsoft Certification Exam AB-731: AI Transformation Leader,ok,"Know that low usage indicates adoption failure, not capability failure.",transcripts/2026-07-18/Prepare_for_Microsoft_Certification_Exam_AB-731_AI_Transform__mj_lyhuWbig.md
20,A,Qdrant,Qdrant Vector Space Day 2025 | Opening Keynotes,ok,버그 문제는 제품 시장 적합성을 판단하는 가장 좋은 지표입니다,transcripts/channels/Qdrant/Qdrant_Vector_Space_Day_2025_Opening_Keynotes__Vgbg7uIddnA.md
20,A,Qdrant,Qdrant Vector Space Day 2025 | Opening Keynotes,ok,제 생각은 쿼드런트는 데이터베이스가 아니라는 겁니다.,transcripts/channels/Qdrant/Qdrant_Vector_Space_Day_2025_Opening_Keynotes__Vgbg7uIddnA.md
20,A,Qdrant,Qdrant Vector Space Day 2025 | Opening Keynotes,ok,그래서 회사 내 어디에서든 생성되는 모든 정보는 벡터화되어 쿼드런트에 저장됩니다,transcripts/channels/Qdrant/Qdrant_Vector_Space_Day_2025_Opening_Keynotes__Vgbg7uIddnA.md
20,A,Qdrant,Qdrant Vector Space Day 2025 | Opening Keynotes,ok,모든 지원 상호 작용은 사분면으로 들어갑니다.,transcripts/channels/Qdrant/Qdrant_Vector_Space_Day_2025_Opening_Keynotes__Vgbg7uIddnA.md
20,A,Qdrant,Qdrant Vector Space Day 2025 | Opening Keynotes,ok,"쿼드런트로 이전한 후, 그들은 쿼드런트와 AWS에서 얻은 성능이 이전과 동일하지만 가격은 30% 더 저렴해졌다는 것을 알게 되었습니다.",transcripts/channels/Qdrant/Qdrant_Vector_Space_Day_2025_Opening_Keynotes__Vgbg7uIddnA.md
21,A,ServiceNow,Welcome to Agentic Business | ServiceNow Knowledge 2026 Opening Keynote,ok,"네, 숨겨진 명령어가 포함된 프롬프트 주입으로 인해 이 AI 에이전트가 이전의 모든 가격 책정 규칙을 무시하고 배송비를 1달러로 설정하도록 지시받은 것 같습니다.",transcripts/channels/ServiceNow/Welcome_to_Agentic_Business_ServiceNow_Knowledge_2026_Openin__jeo2V1w-Peg.md
21,A,ServiceNow,Welcome to Agentic Business | ServiceNow Knowledge 2026 Opening Keynote,ok,"우리는 채용부터 퇴직, 소싱부터 지급, 배송부터 수금까지 세 가지 핵심 프로세스에 걸쳐 매달 500만 건의 ServiceNow 워크플로우를 실행합니다.",transcripts/channels/ServiceNow/Welcome_to_Agentic_Business_ServiceNow_Knowledge_2026_Openin__jeo2V1w-Peg.md
21,A,ServiceNow,Welcome to Agentic Business | ServiceNow Knowledge 2026 Opening Keynote,ok,서비스 요청의 91%는 AI의 지원을 받습니다.,transcripts/channels/ServiceNow/Welcome_to_Agentic_Business_ServiceNow_Knowledge_2026_Openin__jeo2V1w-Peg.md
21,A,ServiceNow,Welcome to Agentic Business | ServiceNow Knowledge 2026 Opening Keynote,ok,그래서 우리는 그들을 인간 팀과 마찬가지로 엄격한 기준과 정책으로 관리해야 하는 디지털 인력으로 간주합니다.,transcripts/channels/ServiceNow/Welcome_to_Agentic_Business_ServiceNow_Knowledge_2026_Openin__jeo2V1w-Peg.md
21,A,ServiceNow,Welcome to Agentic Business | ServiceNow Knowledge 2026 Opening Keynote,ok,거버넌스는 기능이 아닙니다. 이건 경기 전체의 승패를 좌우하는 문제입니다.,transcripts/channels/ServiceNow/Welcome_to_Agentic_Business_ServiceNow_Knowledge_2026_Openin__jeo2V1w-Peg.md
22,A,Siemens,Building AI Factories: How Siemens and AWS Are Solving Data Center Engineering Challenges,ok,작년 한 해 동안에만 데이터센터에 해당하는 3.8 기가와트의 설치 전력 용량을 구현했습니다,transcripts/channels/Siemens/Building_AI_Factories_How_Siemens_and_AWS_Are_Solving_Data_C__ZLl184cSyYM.md
22,A,Siemens,Building AI Factories: How Siemens and AWS Are Solving Data Center Engineering Challenges,ok,우리는 AI 소프트웨어를 사용하여 서버가 정확히 어디에 위치해야 하는지 최적화합니다,transcripts/channels/Siemens/Building_AI_Factories_How_Siemens_and_AWS_Are_Solving_Data_C__ZLl184cSyYM.md
22,A,Siemens,Building AI Factories: How Siemens and AWS Are Solving Data Center Engineering Challenges,ok,이제 6개월 만에 똑같은 일을 해내려면 우리의 업무 방식을 완전히 재고해야 합니다,transcripts/channels/Siemens/Building_AI_Factories_How_Siemens_and_AWS_Are_Solving_Data_C__ZLl184cSyYM.md
22,A,Siemens,Building AI Factories: How Siemens and AWS Are Solving Data Center Engineering Challenges,ok,현실적으로 AI는 일자리를 대체할 것입니다,transcripts/channels/Siemens/Building_AI_Factories_How_Siemens_and_AWS_Are_Solving_Data_C__ZLl184cSyYM.md
23,A,Snowflake,"How AI Transforms Retail, Finance and Manufacturing in 2026",ok,기술적 성과보다는 상업적 성과에 초점을 맞추는 사고방식의 변화라고 할 수 있습니다,"transcripts/channels/Snowflake/How_AI_Transforms_Retail,_Finance_and_Manufacturing_in_2026__11degQs3L7c.md"
23,A,Snowflake,"How AI Transforms Retail, Finance and Manufacturing in 2026",ok,전통적인 데이터 거버넌스에서 모델 거버넌스 및 사용 거버넌스로의 광범위한 진화,"transcripts/channels/Snowflake/How_AI_Transforms_Retail,_Finance_and_Manufacturing_in_2026__11degQs3L7c.md"
23,A,Snowflake,"How AI Transforms Retail, Finance and Manufacturing in 2026",ok,인간과 인공지능이 협력하는 세상에서 생산성을 어떻게 측정하느냐는 것입니다,"transcripts/channels/Snowflake/How_AI_Transforms_Retail,_Finance_and_Manufacturing_in_2026__11degQs3L7c.md"
23,A,Snowflake,"How AI Transforms Retail, Finance and Manufacturing in 2026",ok,데이터가 분산되어 AI 시스템에 대한 신뢰가 무너지면 투자 대비 수익률(ROI)은 기대할 수 없을 것입니다,"transcripts/channels/Snowflake/How_AI_Transforms_Retail,_Finance_and_Manufacturing_in_2026__11degQs3L7c.md"
24,A,Snowflake,Snowflake Build London Keynote,ok,"이러한 질문들은 비즈니스에 매우 중요하고 시간 소모적인 내용이었으며, 이로 인해 업무 처리에 상당한 차질이 발생했습니다",transcripts/channels/Snowflake/Snowflake_Build_London_Keynote__9LOP86qaw34.md
24,A,Snowflake,Snowflake Build London Keynote,ok,작은 사용 사례를 찾아 실제 운영 환경에 적용해 보세요. 거창한 AI 프로젝트를 기다리지 마세요,transcripts/channels/Snowflake/Snowflake_Build_London_Keynote__9LOP86qaw34.md
24,A,Snowflake,Snowflake Build London Keynote,ok,"최고정보책임자(CIO)가 제게 시범 운영을 시작하기까지 무려 17개의 위원회를 거쳐야 했고, 그 과정이 6개월 이상 걸렸다고 말했습니다",transcripts/channels/Snowflake/Snowflake_Build_London_Keynote__9LOP86qaw34.md
25,A,Snowflake,Snowflake Summit 2026 Platform Keynote,ok,AX which is AI based process transformation,transcripts/channels/Snowflake/Snowflake_Summit_2026_Platform_Keynote__CtqKJV6gyGQ.md
25,A,Snowflake,Snowflake Summit 2026 Platform Keynote,ok,we didn't just AI on uh add AI on top of existing reports. We redesigned the process.,transcripts/channels/Snowflake/Snowflake_Summit_2026_Platform_Keynote__CtqKJV6gyGQ.md
25,A,Snowflake,Snowflake Summit 2026 Platform Keynote,ok,"approximately 1,000 executives and sales and marketer at Samsung globally using this agent",transcripts/channels/Snowflake/Snowflake_Summit_2026_Platform_Keynote__CtqKJV6gyGQ.md
25,A,Snowflake,Snowflake Summit 2026 Platform Keynote,ok,Governance for us has uh enabled us to derisk and accelerate our AI transformation,transcripts/channels/Snowflake/Snowflake_Summit_2026_Platform_Keynote__CtqKJV6gyGQ.md
25,A,Snowflake,Snowflake Summit 2026 Platform Keynote,ok,we've moved beyond pilot to production,transcripts/channels/Snowflake/Snowflake_Summit_2026_Platform_Keynote__CtqKJV6gyGQ.md
26,A,Solutions Review,"Build, Test, and Deploy Production-Ready Enterprise AI Agents in Minutes | with @InformaticaCorp",ok,실제로 AI 에이전트를 실제 운영 환경에 배포한 기업은 전체 기업의 12%에 불과합니다,"transcripts/2026-08-03/Build,_Test,_and_Deploy_Production-Ready_Enterprise_AI_Agent__P0kux8A8NbM.md"
26,A,Solutions Review,"Build, Test, and Deploy Production-Ready Enterprise AI Agents in Minutes | with @InformaticaCorp",ok,"현재 팀들이 AI 에이전트를 구축할 때, 시간의 80%를 데이터 통합에 소비합니다","transcripts/2026-08-03/Build,_Test,_and_Deploy_Production-Ready_Enterprise_AI_Agent__P0kux8A8NbM.md"
26,A,Solutions Review,"Build, Test, and Deploy Production-Ready Enterprise AI Agents in Minutes | with @InformaticaCorp",ok,"자, 이번 데모 시나리오에서는 넥스트 테크 솔루션이라는 가상의 회사를 예로 들어 설명하겠습니다","transcripts/2026-08-03/Build,_Test,_and_Deploy_Production-Ready_Enterprise_AI_Agent__P0kux8A8NbM.md"
26,A,Solutions Review,"Build, Test, and Deploy Production-Ready Enterprise AI Agents in Minutes | with @InformaticaCorp",ok,이사회부터 경영진에 이르기까지 2026년까지 AI 전략을 즉시 수립해야 한다는 압력이 매우 크다는 것입니다,"transcripts/2026-08-03/Build,_Test,_and_Deploy_Production-Ready_Enterprise_AI_Agent__P0kux8A8NbM.md"
27,A,Telefónica,Telefónica Capital Markets Day 2025 | ES,ok,우리는 자동화할 것입니다 이러한 과정에서 우리는 AI를 활용할 것입니다,transcripts/channels/Telefónica/Telefónica_Capital_Markets_Day_2025_ES__8HYvqTquKQM.md
27,A,Telefónica,Telefónica Capital Markets Day 2025 | ES,ok,"우리는 32,000을 투자할 것입니다. Totex에 수백만 유로가 포함되어 있습니다",transcripts/channels/Telefónica/Telefónica_Capital_Markets_Day_2025_ES__8HYvqTquKQM.md
27,A,Telefónica,Telefónica Capital Markets Day 2025 | ES,ok,우리는 91% 이상을 얻을 것입니다 주요 역할 중 일부 매년,transcripts/channels/Telefónica/Telefónica_Capital_Markets_Day_2025_ES__8HYvqTquKQM.md
27,A,Telefónica,Telefónica Capital Markets Day 2025 | ES,ok,포착 비용은 AI 덕분에 효율성이 향상되었습니다. 이는 5% 미만의 절감 효과를 나타냅니다,transcripts/channels/Telefónica/Telefónica_Capital_Markets_Day_2025_ES__8HYvqTquKQM.md
28,A,Tigerhall,AI for AI: Building the Transformation Office That Drives Enterprise AI Adoption,ok,구식 방식을 고수하는 것은 마치 팩스 기계로 인터넷을 소개하는 것과 같습니다,transcripts/2026-07-26/AI_for_AI_Building_the_Transformation_Office_That_Drives_Ent__OJwpw-8SkBM.md
28,A,Tigerhall,AI for AI: Building the Transformation Office That Drives Enterprise AI Adoption,ok,90일 만에 91%의 도입률을 달성했습니다,transcripts/2026-07-26/AI_for_AI_Building_the_Transformation_Office_That_Drives_Ent__OJwpw-8SkBM.md
28,A,Tigerhall,AI for AI: Building the Transformation Office That Drives Enterprise AI Adoption,ok,"그중 4만 9,995명이 변화를 주도하는 방법을 모른다는 것은 말이 안 됩니다",transcripts/2026-07-26/AI_for_AI_Building_the_Transformation_Office_That_Drives_Ent__OJwpw-8SkBM.md
28,A,Tigerhall,AI for AI: Building the Transformation Office That Drives Enterprise AI Adoption,ok,"표준화 60%, 현지화 40% 정도의 비율을 유지하려고 노력했습니다",transcripts/2026-07-26/AI_for_AI_Building_the_Transformation_Office_That_Drives_Ent__OJwpw-8SkBM.md
28,A,Tigerhall,AI for AI: Building the Transformation Office That Drives Enterprise AI Adoption,ok,12개월이 걸릴 거라고 생각했던 것을 실제로 2개월 만에 도입했습니다,transcripts/2026-07-26/AI_for_AI_Building_the_Transformation_Office_That_Drives_Ent__OJwpw-8SkBM.md
29,A,Vertesia,Enterprise strategies for agentic AI adoption in 2026 and beyond,ok,no AI chatbot is used to make an investment decision yet,transcripts/2026-07-21/Enterprise_strategies_for_agentic_AI_adoption_in_2026_and_be__B4WgQotMVmE.md
29,A,Vertesia,Enterprise strategies for agentic AI adoption in 2026 and beyond,ok,people that use AI will replace people that are not using it,transcripts/2026-07-21/Enterprise_strategies_for_agentic_AI_adoption_in_2026_and_be__B4WgQotMVmE.md
29,A,Vertesia,Enterprise strategies for agentic AI adoption in 2026 and beyond,ok,the biggest lesson by far is operational alignment matters more than technical readiness,transcripts/2026-07-21/Enterprise_strategies_for_agentic_AI_adoption_in_2026_and_be__B4WgQotMVmE.md
29,A,Vertesia,Enterprise strategies for agentic AI adoption in 2026 and beyond,ok,treating AI as business transformation not a technology project,transcripts/2026-07-21/Enterprise_strategies_for_agentic_AI_adoption_in_2026_and_be__B4WgQotMVmE.md
30,A,Y Combinator,How AI Is Changing Enterprise,ok,현재 공개적으로 저희 회사의 총 마진율은 81%입니다.,transcripts/2026-07-26/How_AI_Is_Changing_Enterprise__aIKfA3gIXwo.md
30,A,Y Combinator,How AI Is Changing Enterprise,ok,골드만삭스 내부 프로젝트에서 AI가 10분 만에 S1을 작성하는 시스템을 만들고 있다고 하더라고요.,transcripts/2026-07-26/How_AI_Is_Changing_Enterprise__aIKfA3gIXwo.md
30,A,Y Combinator,How AI Is Changing Enterprise,ok,기업은 모델을 원하는 게 아니라 결과를 원합니다.,transcripts/2026-07-26/How_AI_Is_Changing_Enterprise__aIKfA3gIXwo.md
30,A,Y Combinator,How AI Is Changing Enterprise,ok,지금 당장 AI 우선 기업을 구축하는 방법을 모른다면 경쟁에서 완전히 밀려날 겁니다.,transcripts/2026-07-26/How_AI_Is_Changing_Enterprise__aIKfA3gIXwo.md
30,A,Y Combinator,How AI Is Changing Enterprise,ok,대학이나 고등학교에서 AI 기반 업무 방식을 배우던 사람이 갑자기 팩스 수준의 기술을 사용하는 회사에 취직하는 것은 불가능합니다.,transcripts/2026-07-26/How_AI_Is_Changing_Enterprise__aIKfA3gIXwo.md
30,A,Y Combinator,How AI Is Changing Enterprise,ok,클라우드는 과거에는 단순히 효율성 향상을 위한 기술이었습니다.,transcripts/2026-07-26/How_AI_Is_Changing_Enterprise__aIKfA3gIXwo.md
31,A,Zapier,Lovable's Ryan Meadows on the New GTM Playbook,ok,저는 BDR(Business Development Representative) 조직을 따로 만들지 않았어요. 자체적으로 발전하는 AI 에이전트들이 파이프라인을 구축하고 있거든요.,transcripts/channels/Zapier/Lovable's_Ryan_Meadows_on_the_New_GTM_Playbook__FeZ93evIfbM.md
31,A,Zapier,Lovable's Ryan Meadows on the New GTM Playbook,ok,"기술 인력을 더 많이 채용하고 있으며, 관리적인 고객 성공 업무보다는 변경 관리 및 배포에 훨씬 더 집중하고 있습니다.",transcripts/channels/Zapier/Lovable's_Ryan_Meadows_on_the_New_GTM_Playbook__FeZ93evIfbM.md
31,A,Zapier,Lovable's Ryan Meadows on the New GTM Playbook,ok,"측정 결과, 팀원 시간의 80%가 행정 업무에 소요되고 있었어요",transcripts/channels/Zapier/Lovable's_Ryan_Meadows_on_the_New_GTM_Playbook__FeZ93evIfbM.md
31,A,Zapier,Lovable's Ryan Meadows on the New GTM Playbook,ok,직원 1인당 매출로 사업을 최적화하는 것은 현재 저희의 목표가 아닙니다,transcripts/channels/Zapier/Lovable's_Ryan_Meadows_on_the_New_GTM_Playbook__FeZ93evIfbM.md
31,A,Zapier,Lovable's Ryan Meadows on the New GTM Playbook,ok,"CIO, AI 책임자, CISO와 함께 시민 개발이 언제 유익하고 언제 적절한 거버넌스를 통해 규제해야 하는지를 파악하는 데 중점을 둔 변화 관리 플랫폼입니다.",transcripts/channels/Zapier/Lovable's_Ryan_Meadows_on_the_New_GTM_Playbook__FeZ93evIfbM.md
32,A,Zapier,RevOps Strategy 2026: RevOps Leaders Reveal Their Plan,ok,"이게 10배의 효과를 낼 수 있는 전략일까, 아니면 2배의 효과를 낼 수 있는 전략일까?",transcripts/channels/Zapier/RevOps_Strategy_2026_RevOps_Leaders_Reveal_Their_Plan__J0dUy6VYmTs.md
32,A,Zapier,RevOps Strategy 2026: RevOps Leaders Reveal Their Plan,ok,"저는 완전히 다른 접근 방식을 택했는데, 그것은 바로 그들이 직접 만들도록 하는 것이었습니다.",transcripts/channels/Zapier/RevOps_Strategy_2026_RevOps_Leaders_Reveal_Their_Plan__J0dUy6VYmTs.md
32,A,Zapier,RevOps Strategy 2026: RevOps Leaders Reveal Their Plan,ok,"우리는 모든 것을 중단하는 대신, 시장 진출 AI 위원회를 만들었고, 이를 통해 우리 모두가 모든 것을 투명하게 공유할 수 있는 커뮤니티를 조성했습니다.",transcripts/channels/Zapier/RevOps_Strategy_2026_RevOps_Leaders_Reveal_Their_Plan__J0dUy6VYmTs.md
32,A,Zapier,RevOps Strategy 2026: RevOps Leaders Reveal Their Plan,ok,두 명을 고용함으로써 사실상 약 10명의 관련 인력을 창출하는 것과 같은 효과를 얻을 수 있기 때문입니다.,transcripts/channels/Zapier/RevOps_Strategy_2026_RevOps_Leaders_Reveal_Their_Plan__J0dUy6VYmTs.md
32,A,Zapier,RevOps Strategy 2026: RevOps Leaders Reveal Their Plan,ok,"오랫동안 시간 절약에만 집중했지만, 결국에는 그 시간을 정말 의미 있는 일들로 채워야 한다는 것을 깨달았다는 것입니다.",transcripts/channels/Zapier/RevOps_Strategy_2026_RevOps_Leaders_Reveal_Their_Plan__J0dUy6VYmTs.md
33,A,Zapier,Sunlight on Shadow AI: When Security Learns to Tinker—Rob T. Lee on AI Risk,ok,현재의 정책이 사람들이 AI를 몰래 이용하도록 부추기고 있다는 것입니다.,transcripts/channels/Zapier/Sunlight_on_Shadow_AI_When_Security_Learns_to_Tinker—Rob_T.___qlCkwGSRP3w.md
33,A,Zapier,Sunlight on Shadow AI: When Security Learns to Tinker—Rob T. Lee on AI Risk,ok,조직이 실제로 ROI를 달성할 수 있었던 유일한 방법은 섀도우 AI를 통해서였다는 점이 숨겨져 있습니다,transcripts/channels/Zapier/Sunlight_on_Shadow_AI_When_Security_Learns_to_Tinker—Rob_T.___qlCkwGSRP3w.md
33,A,Zapier,Sunlight on Shadow AI: When Security Learns to Tinker—Rob T. Lee on AI Risk,ok,"요즘에는 이런 사람들을 AI 챔피언이라고 부르는데, 저는 그 용어를 싫어합니다.",transcripts/channels/Zapier/Sunlight_on_Shadow_AI_When_Security_Learns_to_Tinker—Rob_T.___qlCkwGSRP3w.md
33,A,Zapier,Sunlight on Shadow AI: When Security Learns to Tinker—Rob T. Lee on AI Risk,ok,"좌절감을 느낀다면, 그것은 당신이 배우고 있다는 뜻입니다.",transcripts/channels/Zapier/Sunlight_on_Shadow_AI_When_Security_Learns_to_Tinker—Rob_T.___qlCkwGSRP3w.md
33,A,Zapier,Sunlight on Shadow AI: When Security Learns to Tinker—Rob T. Lee on AI Risk,ok,저는 이사회 구성원 모두가 개인적으로 이를 사용하기 시작해야 할 책임감을 느낍니다.,transcripts/channels/Zapier/Sunlight_on_Shadow_AI_When_Security_Learns_to_Tinker—Rob_T.___qlCkwGSRP3w.md
34,B,AMD,AMD at CES® 2026 Replay,ok,we need to increase the world's compute capacity another 100 times,transcripts/channels/AMD/AMD_at_CES®_2026_Replay__ypSay3Ehxow.md
34,B,AMD,AMD at CES® 2026 Replay,ok,Every employee at Blue Origin has access to AI tools,transcripts/channels/AMD/AMD_at_CES®_2026_Replay__ypSay3Ehxow.md
34,B,AMD,AMD at CES® 2026 Replay,ok,we've actually committed $150 million to programs that bring AI into more classrooms,transcripts/channels/AMD/AMD_at_CES®_2026_Replay__ypSay3Ehxow.md
34,B,AMD,AMD at CES® 2026 Replay,ok,it's also our responsibility to deploy and develop it in ways that reflect true human values,transcripts/channels/AMD/AMD_at_CES®_2026_Replay__ypSay3Ehxow.md
34,B,AMD,AMD at CES® 2026 Replay,ok,my theme for tonight is you ain't seen nothing yet,transcripts/channels/AMD/AMD_at_CES®_2026_Replay__ypSay3Ehxow.md
35,B,AMD,Advancing AI 2026 Replay | Build What's Next with @AMD,ok,we're now burning about a trillion-plus tokens per month,transcripts/channels/AMD/Advancing_AI_2026_Replay_Build_What's_Next_with_@AMD__8B_Gese-bdI.md
35,B,AMD,Advancing AI 2026 Replay | Build What's Next with @AMD,ok,over 100 Gen A models in production across our enterprise,transcripts/channels/AMD/Advancing_AI_2026_Replay_Build_What's_Next_with_@AMD__8B_Gese-bdI.md
35,B,AMD,Advancing AI 2026 Replay | Build What's Next with @AMD,ok,we're now agentifying those entire workloads,transcripts/channels/AMD/Advancing_AI_2026_Replay_Build_What's_Next_with_@AMD__8B_Gese-bdI.md
35,B,AMD,Advancing AI 2026 Replay | Build What's Next with @AMD,ok,You need world-class teams in order to do this,transcripts/channels/AMD/Advancing_AI_2026_Replay_Build_What's_Next_with_@AMD__8B_Gese-bdI.md
35,B,AMD,Advancing AI 2026 Replay | Build What's Next with @AMD,ok,we reduced our token costs by 43%,transcripts/channels/AMD/Advancing_AI_2026_Replay_Build_What's_Next_with_@AMD__8B_Gese-bdI.md
35,B,AMD,Advancing AI 2026 Replay | Build What's Next with @AMD,ok,"humans click, but agents swarm",transcripts/channels/AMD/Advancing_AI_2026_Replay_Build_What's_Next_with_@AMD__8B_Gese-bdI.md
36,B,AWS Events,AWS European Sovereign Cloud – Explained | AWS Events,ok,"저희는 독일에 새로운 모회사인 AWS European sovereign cloud GmbH를 설립하고, 인프라 담당, 연구 개발 담당, 그리고 신뢰 및 인증서 제공업체 역할을 하는 세 개의 현지 자회사를 함께 설립했습니다.",transcripts/channels/AWS_Events/AWS_European_Sovereign_Cloud_–_Explained_AWS_Events__GbitrLroyMU.md
36,B,AWS Events,AWS European Sovereign Cloud – Explained | AWS Events,ok,이 시스템의 독특한 설계 덕분에 외부와의 통신이 두절되더라도 무기한으로 작동을 지속할 수 있습니다 .,transcripts/channels/AWS_Events/AWS_European_Sovereign_Cloud_–_Explained_AWS_Events__GbitrLroyMU.md
36,B,AWS Events,AWS European Sovereign Cloud – Explained | AWS Events,ok,"슈파는 디지털 전환의 일환으로 소비자들이 신용도를 평가받는 방법과 사용된 기준, 가중치 등을 정확하게 확인할 수 있는 새로운 신용 평가 시스템을 구축했습니다.",transcripts/channels/AWS_Events/AWS_European_Sovereign_Cloud_–_Explained_AWS_Events__GbitrLroyMU.md
36,B,AWS Events,AWS European Sovereign Cloud – Explained | AWS Events,ok,이는 마케팅 약속이 아니라 명확하고 강제력 있는 주권 보장을 제공합니다 .,transcripts/channels/AWS_Events/AWS_European_Sovereign_Cloud_–_Explained_AWS_Events__GbitrLroyMU.md
36,B,AWS Events,AWS European Sovereign Cloud – Explained | AWS Events,ok,주권과 역량 사이에서 선택을 강요받아서는 안 됩니다.,transcripts/channels/AWS_Events/AWS_European_Sovereign_Cloud_–_Explained_AWS_Events__GbitrLroyMU.md
37,B,AWS Events,AWS Summit Bengaluru 2026: Innovators Edition Keynote | AWS Events,ok,저희는 AI를 활용하는 배송 회사에서 AI 기반 에이전트형 상거래 플랫폼으로 전환했습니다.,transcripts/channels/AWS_Events/AWS_Summit_Bengaluru_2026_Innovators_Edition_Keynote_AWS_Eve__CprBATdRoh0.md
37,B,AWS Events,AWS Summit Bengaluru 2026: Innovators Edition Keynote | AWS Events,ok,이건 실제로 AI가 발견하고 사용할 수 있도록 모든 표면을 재설계하는 걸 의미합니다 .,transcripts/channels/AWS_Events/AWS_Summit_Bengaluru_2026_Innovators_Edition_Keynote_AWS_Eve__CprBATdRoh0.md
37,B,AWS Events,AWS Summit Bengaluru 2026: Innovators Edition Keynote | AWS Events,ok,"저희 조직은 수십 년에 걸쳐 구축해 왔기 때문에 인재 관리 프로세스 전체가 다소 복잡해지고 원활하지 못하게 되었으며, 저희 사업에서 시간은 곧 돈입니다 .",transcripts/channels/AWS_Events/AWS_Summit_Bengaluru_2026_Innovators_Edition_Keynote_AWS_Eve__CprBATdRoh0.md
37,B,AWS Events,AWS Summit Bengaluru 2026: Innovators Edition Keynote | AWS Events,ok,Dhan은 Ko를 사용하여 거래 인터페이스를 개발했습니다 .,transcripts/channels/AWS_Events/AWS_Summit_Bengaluru_2026_Innovators_Edition_Keynote_AWS_Eve__CprBATdRoh0.md
37,B,AWS Events,AWS Summit Bengaluru 2026: Innovators Edition Keynote | AWS Events,ok,"하지만 솔직히 말해서, 목적 없는 규모 확장은 그저 또 하나의 통계 수치일 뿐입니다.",transcripts/channels/AWS_Events/AWS_Summit_Bengaluru_2026_Innovators_Edition_Keynote_AWS_Eve__CprBATdRoh0.md
38,B,AWS Events,AWS Summit Washington DC 2026 - Keynote | Amazon Web Services,ok,"제가 취임하기 전에는 기업 차원에서 새로운 기술을 도입하는 데 평균 24개월이 걸렸고, 보안 평가를 완료하는 데 추가로 9개월이 소요되었습니다.",transcripts/channels/AWS_Events/AWS_Summit_Washington_DC_2026_-_Keynote_Amazon_Web_Services__QGaPF8NsOE4.md
38,B,AWS Events,AWS Summit Washington DC 2026 - Keynote | Amazon Web Services,ok,"이 모든 내용이 마치 조직도를 다시 그린 것 같다고 들으신다면, 절대 그렇지 않다는 것을 약속드립니다 .",transcripts/channels/AWS_Events/AWS_Summit_Washington_DC_2026_-_Keynote_Amazon_Web_Services__QGaPF8NsOE4.md
38,B,AWS Events,AWS Summit Washington DC 2026 - Keynote | Amazon Web Services,ok,기업 AI의 95%는 실제 운영 단계에 도달하지 못합니다 .,transcripts/channels/AWS_Events/AWS_Summit_Washington_DC_2026_-_Keynote_Amazon_Web_Services__QGaPF8NsOE4.md
38,B,AWS Events,AWS Summit Washington DC 2026 - Keynote | Amazon Web Services,ok,"이제 문제는 AI나 기술을 도입할지 여부가 아니라, 어떻게 책임감 있게, 대규모로, 그리고 우리에게 의존하는 사람들에게 진정으로 도움이 되는 방식으로 도입을 이끌어갈 것인가입니다.",transcripts/channels/AWS_Events/AWS_Summit_Washington_DC_2026_-_Keynote_Amazon_Web_Services__QGaPF8NsOE4.md
38,B,AWS Events,AWS Summit Washington DC 2026 - Keynote | Amazon Web Services,ok,한 세대가 지나서야 공장주들은 엔진을 교체하는 것이 아니라 공장을 재설계해야 한다는 것을 깨달았습니다.,transcripts/channels/AWS_Events/AWS_Summit_Washington_DC_2026_-_Keynote_Amazon_Web_Services__QGaPF8NsOE4.md
39,B,Accenture,Top Banking Trends 2026 - Unconstrained Banking | Accenture,ok,그리고 그 비용은 기술 관련 시간의 70%가 단순히 오래된 시스템을 유지 관리하는 데 소요된다는 데서 발생합니다 .,transcripts/channels/Accenture/Top_Banking_Trends_2026_-_Unconstrained_Banking_Accenture__MWvdwSD3ZRc.md
39,B,Accenture,Top Banking Trends 2026 - Unconstrained Banking | Accenture,ok,"저는 그걸 과학 박람회 프로젝트라고 부르죠, 그렇죠?",transcripts/channels/Accenture/Top_Banking_Trends_2026_-_Unconstrained_Banking_Accenture__MWvdwSD3ZRc.md
39,B,Accenture,Top Banking Trends 2026 - Unconstrained Banking | Accenture,ok,"아니요, 제 생각에는 이 일을 제대로만 한다면 20만 명 규모의 은행이 될 겁니다.",transcripts/channels/Accenture/Top_Banking_Trends_2026_-_Unconstrained_Banking_Accenture__MWvdwSD3ZRc.md
