evidence_scope,tier,case_role,focal_firm,speaker,date,month,channel,title,source,lang,words,stance,cells_filled,demand_hits,supply_hits,value_sents,metric_sents,ai_linked_sents,mentions,url,file,n_tech_cur,prov_tech_cur,q_tech_cur,n_tech_fut,prov_tech_fut,q_tech_fut,n_tech_unspec,n_act_cur,prov_act_cur,q_act_cur,n_act_fut,prov_act_fut,q_act_fut,n_act_unspec,n_bnd_cur,prov_bnd_cur,q_bnd_cur,n_bnd_fut,prov_bnd_fut,q_bnd_fut,n_bnd_unspec,n_goal_cur,prov_goal_cur,q_goal_cur,n_goal_fut,prov_goal_fut,q_goal_fut,n_goal_unspec,usable,usable_reason,fit
full,C,vendor_selfpromo,Google,Google,2026-06-25,2026-06,Google Cloud Tech,Accelerate R&D with Gemini-based agents Co-Scientist and AlphaEvolve,channel,ko,4185,anti_washing,5,9,2,3,2,29,Google(9); Klarna(2),https://www.youtube.com/watch?v=nhoLefVqv6I,transcripts/channels/Google_Cloud_Tech/Accelerate_R&D_with_Gemini-based_agents_Co-Scientist_and_Alp__nhoLefVqv6I.md,2,2,"이 모든 것은 Alpha Evolve 덕분에 실제 자원을 더 효율적으로 활용하고 더 스마트한 코드를 작성함으로써 장비, 인프라 또는 추가 교육에 대한 대규모 투자 없이 달성되었습니다 .",4,3,"네, 이번 세션에서는 Gemini 기반 의 Alpha Evolve 및 Co-scientist 에이전트가 과학적 발견 및 최적화를 가속화하는 데 어떻게 도움이 될 수 있는지에 대해 이야기하겠습니다.",8,2,2,저희는 TPU를 위한 칩 설계에 맞춰 최적화 작업을 진행해 왔습니다.,2,2,그래서 그들이 이러한 에이전트를 활용하여 연구 개발을 가속화하는 방법에 대해 이야기를 들을 수 있게 되어 정말 기대됩니다.,3,0,0,,0,0,,1,0,0,,1,1,"그리고 우리는 가능한 한 빨리 이러한 구글 연구 혁신을 클라우드 고객에게 제공할 수 있도록 구축하는 것이 우리의 최우선 목표이며, 이것이 바로 우리 팀의 핵심 목표입니다.",1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,C,vendor_selfpromo,Google,Google,2026-05-30,2026-05,Google Cloud Tech,"How we built 1,000 AI agents that run a marathon",channel,ko,4879,anti_washing,5,2,6,4,4,102,Google(17); Meta(1),https://www.youtube.com/watch?v=WSIzaih2vq4,"transcripts/channels/Google_Cloud_Tech/How_we_built_1,000_AI_agents_that_run_a_marathon__WSIzaih2vq4.md",16,4,그럼 잠시 후에 에이전트 카드에 대해 알아보겠습니다.,8,4,"그러면 1,000개의 AI 에이전트가 라스 베이거스 마라톤을 실시간으로 달리는 시뮬레이션이 시작되는 것을 보게 될 것입니다.",71,2,2,"그래서 저는 일반적인 시나리오, 즉 A2A 기반 에이전트가 기본적으로 HTTP를 통해서만 통신하도록 설계된 방식을 시도해 보는 것으로 시작했습니다.",0,0,,9,0,0,,0,0,,1,1,1,"물론 제 목표는 도구, 프레임워크, 표준, 프로토콜을 설계된 그대로 활용하는 것입니다.",1,1,"그래서 우리는 초기에 그런 부분을 정립했지만, 시간이 더 있었다면 이 프로젝트에 대한 더 큰 비전을 가지고 있었습니다.",3,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,C,vendor_selfpromo,Intel,Intel,2026-03-10,2026-03,Intel,AI That Moves the World keynote | Intel,channel,ko,4612,anti_washing,5,5,9,6,1,37,Intel(46); Siemens(4); AMD(3); NVIDIA(1); Qualcomm(1),https://www.youtube.com/watch?v=JzZQTYCuxkM,transcripts/channels/Intel/AI_That_Moves_the_World_keynote_Intel__JzZQTYCuxkM.md,4,3,"토큰 생성 시간 단축, 성능 및 와트당 성능 향상, 정책 처리량 개선, 그리고 고가의 별도 GPU 없이도 설계를 간소화할 수 있다는 장점이 있습니다.",1,1,"앞서 말씀하셨듯이 GPU, CPU, NPU를 모두 동시에 활용하여 물리적 및 에너지 AI 측면에서 우리의 요구 사항을 충족할 수 있습니다 .",4,3,3,"첫째, 하드웨어 제조업체의 제품 출시 시간을 단축하기 위해 하드웨어 레퍼런스 카드를 도입했습니다 .",0,0,,7,3,3,"여기 파트너사들의 의견에서 보시는 바와 같이 , 파트너사들은 이미 시장 진출 속도를 높이고, 솔루션에 대한 확신을 갖고, 다양한 산업 분야에서 폭넓은 기회를 포착하는 데 있어 그 가치를 깨닫기 시작했습니다 .",0,0,,4,1,1,"이는 컴퓨터 비전 분야의 발전을 촉진했고, 제조 결함 감지, 레스토랑 품질 관리, 그리고 물론 의료 영상 촬영과 같은 다양한 활용 사례에서 창의성을 불러일으켰습니다.",0,0,,8,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,Intel,Intel,2025-05-20,2025-05,Intel,From Smart Devices to Supply Chain: Lenovo's Blueprint for Trust in Tech | InTechnology | Intel,channel,en,3259,neutral,6,1,14,1,1,45,Intel(7); Microsoft(4); Gartner(2),https://www.youtube.com/watch?v=Ojz9U4ao3go,transcripts/channels/Intel/From_Smart_Devices_to_Supply_Chain_Lenovo's_Blueprint_for_Tr__Ojz9U4ao3go.md,3,3,"We've also worked in our services space where we built out our AI library in conjunction with what we call AI Fast Start, which really helps accelerate the deployment of AI agents for our customers to deploy those, all the way to our hybrid cloud solution usin…",1,1,"- Given your role, does AI and machine learning play any significant role in improving the security and resiliency of Lenovo supply chain?",0,6,4,"So we see a big advantage of utilizing that knowledge and that information we have to build a more robust and more efficient supply chain, primarily through things like decision-making and accelerating that.",2,2,And so I think you're going to see more and more of that as people looking how to navigate supply chain threats and attacks in the market.,1,2,2,"I do spend a lot of time, obviously internally ensuring that we do the right things from a security and AI perspective, but I also spend a lot of time with our customers and partners.",0,0,,1,0,0,,2,2,That's our fundamental objective across everything we do in AI.,2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,C,vendor_selfpromo,McKinsey,McKinsey,2026-03-05,2026-03,McKinsey & Company,Trust In the Age of Agents,channel,ko,3580,anti_washing,5,9,1,2,3,66,McKinsey(5),https://www.youtube.com/watch?v=Ne4HnJEjCSI,transcripts/channels/McKinsey_&_Company/Trust_In_the_Age_of_Agents__Ne4HnJEjCSI.md,7,4,Anthropic은 기업 환경에서 에이전트가 제대로 작동하지 않도록 만들 수 있는지에 대한 흥미로운 연구 결과를 발표했습니다 .,15,4,"하지만 이러한 에이전트의 소유주가 누구인지, 그리고 그들의 성과에 대한 책임이 누구에게 있는지 명확히 해야 합니다.",32,4,3,사람들이 겪는 어려움은 이 분야가 너무 새롭기 때문에 10년 경력을 가진 사람을 채용하는 공고를 낼 수 없다는 것입니다 .,3,3,"그렇다면 중요한 것은 요원들이 설계된 범위 내에서 자신에게 할당된 임무를 수행하고 있는지, 그리고 독자적인 결정을 내리고 있는지 여부입니다.",3,0,0,,1,1,맥킨지 파트너인 리치 아이젠버그는 리더들이 인공지능의 이점을 안전하게 누리려면 이러한 에이전트의 위험 관리를 시급히 시작해야 한다고 말합니다 .,1,0,0,,0,0,,3,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,Microsoft,Microsoft,2026-07,2026-07,GOTO Conferences,How to Lead Your Organisation’s AI-Transformation • Rasmus Lystrøm • YOW! 2024,keyword,ko,4297,anti_washing,6,6,2,0,0,59,Microsoft(4); GitHub(1); Tesla(1),https://www.youtube.com/watch?v=1uJZlKig0Tk,transcripts/2026-07-18/How_to_Lead_Your_Organisation’s_AI-Transformation_•_Rasmus_L__1uJZlKig0Tk.md,3,3,귀사의 직원들은 업무에 AI 챗봇을 사용하고 있습니다.,1,1,"그렇다면 기업 IT 담당자들은 "" AI 플랫폼이나 AI 솔루션을 구축하려면 플랫폼이 필요하겠죠.",11,1,1,로봇에게 기사나 이야기를 쓰게 하는 것이 생산 라인에서 제품을 인식하고 불량품을 걸러내도록 하는 것보다 훨씬 더 재미있습니다.,1,1,"하지만 아무도 읽지 않는 메모와 보고서를 작성하는 데 인공지능을 사용한다면 , 애초에 보고서를 작성하는 것 자체가 옳은 일인지 의문을 가져야 할지도 모릅니다.",3,1,1,"음, 그건 여러 AI 도구 공급업체, 또는 AI 회사들이 참석해서 자신들의 도구를 최대한 활용하는 방법을 알려주는 토크 또는 행사였어요.",0,0,,1,1,1,"그리고 두 번째, 세 번째 또는 네 번째 전략을 선택하면 데이터에 대한 어느 정도의 제어권을 갖게 됩니다.",0,0,,2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,NVIDIA,NVIDIA,2026-02-05,2026-02,NVIDIA,CEO Fireside Chat With Jensen Huang and Pascal Daloz at Dassault Systèmes 3DEXPERIENCE World,channel,ko,4001,washing,6,0,1,1,1,36,NVIDIA(8),https://www.youtube.com/watch?v=3e6dR82pmdU,transcripts/channels/NVIDIA/CEO_Fireside_Chat_With_Jensen_Huang_and_Pascal_Daloz_at_Dass__3e6dR82pmdU.md,1,1,이는 인공지능을 위한 인프라를 구축하고 인공지능을 제조하기 위한 기반을 마련하기 위한 것입니다.,1,1,"Y uh do the는 NVIDIA CUDA X 가속 라이브러리, 물리적 AI 및 에이전트 AI를 위한 NVIDIA AI, 그리고 디지털 트윈 기술 버전인 NVIDIA Omniverse를 통합할 예정입니다 .",4,1,1,이는 인공지능을 위한 인프라를 구축하고 인공지능을 제조하기 위한 기반을 마련하기 위한 것입니다.,3,3,"그것은 접촉, 그러니까 여러분이 무언가를 설계할 때 이해하는 모든 것들을 이해합니다 .",1,0,0,,2,2,이것이 바로 우리가 파트너십의 새로운 장을 여는 이유입니다.,1,1,1,그래서 저는 40년 전에 제가 가졌던 비전이 현실이 되고 있다고 생각합니다.,0,0,,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,C,vendor_selfpromo,NVIDIA,NVIDIA,2026-04-09,2026-04,NVIDIA Developer,Advancing to AI's Next Frontier: Insights From Jeff Dean and Bill Dally,channel,ko,7789,neutral,5,3,1,2,5,40,NVIDIA(12); Google(4); T-Mobile(1); Meta(1),https://www.youtube.com/watch?v=DqMIYc-keBQ,transcripts/channels/NVIDIA_Developer/Advancing_to_AI's_Next_Frontier_Insights_From_Jeff_Dean_and___DqMIYc-keBQ.md,7,4,"그리고 그보다 조금 더 최근부터, 에이전트 기반 워크플로가 장시간 실행되는 작업에 매우 효과적이라는 것을 알게 되었습니다.",7,4,그래서 당신은 향후 2년에서 5년 사이에 머신러닝 분야와 인공지능 분야가 어떤 방향으로 나아갈지 예측하려고 하는 건가요?,14,4,3,"그리고 그보다 조금 더 최근부터, 에이전트 기반 워크플로가 장시간 실행되는 작업에 매우 효과적이라는 것을 알게 되었습니다.",2,2,"저를 가장 흥분시키는 두 가지는 첫째로 하드웨어 설계를 위한 AI인데, 제가 기본적으로 하드웨어 설계자이기 때문입니다.",7,0,0,,0,0,,1,1,1,"아시다시피 , 현재 버전 의 제미니를 예로 들어, 한 달 정도 걸리는 장기 작업을 시키면, 제미니는 스스로 실험을 거듭하고 , 적절한 모델과 데이터 큐레이션 전략을 개발합니다.",0,0,,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,NVIDIA,NVIDIA,2025-04-21,2025-04,NVIDIA Developer,What Is Trustworthy AI?,channel,ko,1622,neutral,6,2,7,2,0,19,NVIDIA(8); Google(1); Adobe(1); GitHub(1),https://www.youtube.com/watch?v=gM1dLdpDR50,transcripts/channels/NVIDIA_Developer/What_Is_Trustworthy_AI__gM1dLdpDR50.md,2,2,"신뢰할 수 있는 AI를 개발하기 위한 노력의 일환으로, 당사는 개발 내용, 개발 방식, 개발 이유 및 대상에 대해 비판적으로 사고할 수 있도록 지원하는 사내 AI 윤리위원회를 운영하고 있습니다.",0,0,,0,1,1,연구 개발 분야에서 파트너사인 어도비는 콘텐츠 제작자와 마케터가 새로운 워크플로우를 구축하고 적절한 보상을 받을 수 있도록 생성형 AI의 잠재력을 발휘하는 데 도움을 줄 수 있었습니다 .,1,1,"소속된 사업부나 AI 관련 업무 방식에 관계없이 , 이러한 일반적인 용어들을 필요에 따라 적절하고 구체적으로 문맥에 맞게 사용하는 것이 중요합니다.",1,2,2,"가장 최근에는 헬로 먼데이, 미국 청각 장애 아동 협회, 로체스터 공과대학과 협력하여 인공지능 기반 플랫폼인 사이언스를 출시했습니다.",1,1,"이는 신뢰할 수 있는 AI의 적용을 입증하고 가능하게 하겠다는 우리 자신, 이해 관계자, 고객 및 더 넓은 생태계에 대한 우리의 약속입니다 .",2,1,1,"이 플랫폼은 미국 수화를 위한 세계 최대 규모, 가장 정확하고 공개적으로 이용 가능한 데이터 세트를 교육하고 관리하는 것을 목표로 합니다.",0,0,,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,C,vendor_selfpromo,Oracle,Oracle,2026-08,2026-08,ERP Suites | JD Edwards Insights,Enterprise AI: From Big Uncertainty to Massive ROI,keyword,ko,5334,anti_washing,5,8,8,3,3,65,Oracle(13); AWS(1); Gartner(1),https://www.youtube.com/watch?v=FmcULDfEgvM,transcripts/2026-08-03/Enterprise_AI_From_Big_Uncertainty_to_Massive_ROI__FmcULDfEgvM.md,0,0,,7,4,오라클은 강력 하고 지속적으로 확장되는 AI 서비스 및 에이전트 유형 기능과 플랫폼을 제공하여 이러한 기능들을 쉽게 통합하고 그 가치를 활용할 수 있도록 지원합니다.,20,2,2,"음, 제가 말씀드렸듯이 기업의 모든 측면에서 인공지능이 흥미롭고 강력한 이유는 제조업이나 금융 부문 등에만 국한된 것이 아니기 때문입니다.",3,3,이건 제조 작업 공간에 관한 겁니다.,7,1,1,그러니까 그것은 본질적으로 우리가 인수합병 측면에서 도움을 드릴 수 있는 또 다른 방법이 될 것입니다.,0,0,,2,0,0,,1,1,"1980년대부터 2010년까지 머신러닝은 패턴을 찾아내고, 해로운 패턴뿐만 아니라 유익한 패턴까지 식별하는 능력에 많은 관심이 집중되었습니다.",2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,Palantir,Palantir,2025-08-20,2025-08,Palantir,Chad & Agathe | How Palantir Powers AI Automation Across Procurement,channel,en,4372,anti_washing,6,0,5,2,0,42,Microsoft(11); SAP(4),https://www.youtube.com/watch?v=F57OKeI7JAU,transcripts/channels/Palantir/Chad_&_Agathe_How_Palantir_Powers_AI_Automation_Across_Procu__F57OKeI7JAU.md,3,3,how we built those&nbsp; AI agents for them to be um really efficient and&nbsp;&nbsp; what are the steps and tools required to get&nbsp; to this level of AI agent automation.,9,4,So what I'm looking at here is&nbsp;&nbsp; um a a list of notification from AI agents.,16,2,2,"And so it's all about like&nbsp;&nbsp; removing that manual task from their day-to-day&nbsp; and like allowing them to spend more time doing&nbsp;&nbsp; the negotiation, doing the category strategy that&nbsp; is currently like a too small part of their job.&nb…",1,1,And so you're not you don't&nbsp; you will never want to delegate the important bit&nbsp;&nbsp; around the decision of purchasing that aspect or&nbsp; you know negotiating this very specific technical&nbsp;&nbsp; component.,1,0,0,,4,3,So all of this makes procurement&nbsp; a gold mine uh for automation AI automation and&nbsp;&nbsp; that's why AOI truly skyrockets in procurement&nbsp; because time saved in procurement equates to you&nbsp;&nbsp; have more time to negotiate with more suppliers…,0,3,3,"So to wrap up here, what we've seen&nbsp; is a couple of AI end off to the category managers&nbsp;&nbsp; to the buyers for them to make the strategic&nbsp; decision.",0,0,,4,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,Salesforce,Salesforce,2026-04-08,2026-04,Salesforce,Our Inside Perspective on Mission-Ready AI,channel,en,1526,washing,6,0,0,2,0,10,Salesforce(17); Microsoft(5),https://www.youtube.com/watch?v=2lx6JDSPGoM,transcripts/channels/Salesforce/Our_Inside_Perspective_on_Mission-Ready_AI__2lx6JDSPGoM.md,1,1,"AI, specifically Agent Force, can be a game-changer, but Secretary, I'm also curious about like, how are you already leveraging AI or or AI initiatives to remove your own administrative tax?",2,2,"So, how can Agent Force and the Salesforce military platform help?",3,1,1,"We had over a thousand AI projects in place that we were funding already and working with Salesforce on many, many initiatives to help improve the effectiveness of our service members to be able to perform their mission on both from a war-fighting perspective,…",2,2,"So, how can Agent Force and the Salesforce military platform help?",4,0,0,,0,0,,1,2,2,"And, we actually are very thankful to the American taxpayer for the investment that they make in our Navy and Marine Corps, so that we have the resources that we can actually provide these courageous sailors and Marines with the best technology using AI that c…",1,1,The biggest task facing most organization in the agentic era is modernizing legacy systems and preparing the workforce for an AI-powered mission-ready future.,2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,C,vendor_selfpromo,Salesforce,Salesforce,2026-06-11,2026-06,Salesforce,"This Month at Salesforce | Episode 1 – Agentforce, Headless 360, Slack",channel,ko,2495,neutral,5,9,2,4,1,38,Salesforce(24); Slack(2),https://www.youtube.com/watch?v=DS2TayhX0HA,"transcripts/channels/Salesforce/This_Month_at_Salesforce_Episode_1_–_Agentforce,_Headless_36__DS2TayhX0HA.md",10,4,"그래서 저희는 처음에 35개의 주제로 시작했는데, 그걸 8개로 줄였더니 에이전트 의 음악 생산성과 효율성이 크게 향상됐습니다.",4,3,이런 코딩 에이전트들은 정말 훌륭해요.,23,5,4,"그래서 제 회사가 누리는 기회와 효율성은 서비스 및 지원, 유통, 마케팅 전반에 걸쳐 전례 없는 수준입니다.",1,1,하지만 현장에 참석하지 못하셨더라도 Salesforce Plus에서 다시보기를 통해 시청하실 수 있습니다.,9,1,1,Slack은 Salesforce 생태계 전반에 걸쳐 에이전트 워크플로우를 통합하는 데 사용될 것입니다.,0,0,,0,0,0,,0,0,,2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,Scale AI,Scale AI,2025-10-14,2025-10,Scale AI,Scale AI @ ALL IN 2025 | Back to the future of Canadian AI: 6 years of Scale AI,channel,en,2969,neutral,6,0,0,1,1,36,Microsoft(6),https://www.youtube.com/watch?v=sXTycrc-b7Q,transcripts/channels/Scale_AI/Scale_AI_@_ALL_IN_2025_Back_to_the_future_of_Canadian_AI_6_y__sXTycrc-b7Q.md,1,1,"And while starting your AI journey with first easier use cases, you can improve your data infrastructure, improve your ERP so that you do things in parallel instead of doing them sequentially and you can start your AI journey much sooner.",2,2,And the example I I have and I I'm going to spend uh one minute or two on this is that some organization think too much about AI agent or generative AI models and forget about the other models that could be used.,2,0,0,,0,0,,1,6,4,uh we have uh I was I had the pleasure to also share with you the uh the fact that we have proven impact that we are measuring for all project we fund and uh and one last key element I want to uh to leave you with is really anchor your AI strategy in business …,1,1,And too often we forget about some AI tools that are available on which you have great experience in the ecosystem but that are not leveraged.,2,6,4,uh we have uh I was I had the pleasure to also share with you the uh the fact that we have proven impact that we are measuring for all project we fund and uh and one last key element I want to uh to leave you with is really anchor your AI strategy in business …,1,1,"The second thing that is also important to understand is that uh there are too many organizations that think that they need to they they they should start the AI strategy only when they have a brand new data infrastructure, brand new ERP before they can start …",1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,Snowflake,Snowflake,2025-11-07,2025-11,Snowflake,Data Engineering from Ingestion to AI-Ready | BUILD 2025 Keynote,channel,en,8949,anti_washing,6,0,32,2,0,48,Snowflake(69); Microsoft(17); Slack(8); AWS(6); GitHub(2),https://www.youtube.com/watch?v=XwCnOsZMhyI,transcripts/channels/Snowflake/Data_Engineering_from_Ingestion_to_AI-Ready_BUILD_2025_Keyno__XwCnOsZMhyI.md,7,4,Getting the agent was the first stop and this has now dramatically reduced the number of questions that comes to our insights team to you know ask these questions right so this is why we feel this is very impactful &gt;&gt; that's fantastic what what was it th…,2,2,But let's go dig a little bit deeper and start to understand what the data engineering team had to do to prepare that data for those agents to be able to run.,5,2,2,"From ingestion to AI and applications, Snowflake is simplifying your workflows and providing a scalable and cost-effective data engineering solution.",0,0,,0,1,1,As you can see on the screen I'm already using that to gather bunch of information that's related to carrier and vendor as well as delays.,1,1,Trudy &gt;&gt; Chris &gt;&gt; Hello everyone um and thank you Chris uh my name is Shri Anand I'm a product manager at Snowflake working on Snowpark connect for the purpose of this demo I am going to be a data engineer working at Stratos Dynamic helping my busi…,1,1,1,I think the most important part is to remember that there really is no AI strategy without a data strategy.,0,0,,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,C,vendor_selfpromo,Snowflake,Snowflake,2026-06-02,2026-06,Snowflake,Snowflake Summit 2026 Opening Keynote With Sridhar Ramaswamy And Daniela Amodei,channel,ko,5955,washing,5,9,3,4,1,59,Snowflake(10); Accenture(10); Anthropic(7); Nestlé(3); Salesforce(3),https://www.youtube.com/watch?v=F34xlRoQ3eQ,transcripts/channels/Snowflake/Snowflake_Summit_2026_Opening_Keynote_With_Sridhar_Ramaswamy__F34xlRoQ3eQ.md,6,4,"이것들은 에이전트 기반 제어 영역이며, 이미 수천 개의 선도적인 기업에서 놀라운 혁신을 이끌고 있습니다.",4,3,진정으로 에이전트 중심의 기업 활동 시대가 도래할 것입니다.,20,4,3,왜냐하면 180억 달러 규모의 조달 예산에서 3%의 절감 효과도 엄청난 규모라는 것을 알고 있기 때문입니다.,2,2,"고객, 재무 정보, 제품 데이터 등 사업을 구성하는 모든 것 .",13,0,0,,3,3,"인공지능 여정을 시작하면서 저희와 파트너십을 맺기로 결정하신 계기와, 귀사에서 데이터 관련 작업을 통해 실제로 어떤 가치를 얻을 수 있는지에 대해 간략하게 설명해 주시겠습니까 ?",4,0,0,,0,0,,5,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,Weights & Biases,Weights & Biases,2025-01-06,2025-01,Weights & Biases,Unlocking the potential of MLOps and LLMOps,channel,ko,6563,neutral,6,1,23,0,2,81,Google(40); Microsoft(6); Meta(2); Hugging Face(2); NVIDIA(1),https://www.youtube.com/watch?v=7hxec4M48XY,transcripts/channels/Weights_&_Biases/Unlocking_the_potential_of_MLOps_and_LLMOps__7hxec4M48XY.md,18,4,"저는 2017년에 합류했고, 2019년에는 텐서플로우, 토치 등의 딥러닝 시대에 접어들었죠.",9,4,이어서 Gemini에 대한 데모도 보여드리겠습니다.,39,1,1,"Vector 스토어에 임베딩 기능이 점차 보편화되고 있으며, 다단계 멀티모델 워크플로우를 지원하는 에이전트도 있습니다.",0,0,,5,1,1,"Gap은 이제 많은 스타트업과 고객들이 오픈 AI, Anthropic, Gemini, 오픈 소스 모델 등 다양한 모델을 함께 사용하고 있습니다.",2,2,"그 이유는 Sarah가 언급했듯이 사전 학습(pre-training)과 ' 지속적인 사전 학습(continuous pre-training)'이라는 용어가 메타(Meta)와 그 계열사에서 도입되었는데, 이 분야에서 상당한 증가세를 보이고 있습니다.",4,0,0,,2,2,"Weave의 목표는 대규모 언어 모델을 개발, 모니터링 및 평가하는 것입니다.",1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),18
full,B,vendor_selfpromo,AWS,AWS,2025-05-16,2025-05,AWS Developers,"Model Driven Agents - Strands Agents (A New Open Source, Model First, Framework for Agents)",channel,ko,1316,neutral,6,3,2,0,0,23,AWS(2),https://www.youtube.com/watch?v=Ausm87d5Ry8,"transcripts/channels/AWS_Developers/Model_Driven_Agents_-_Strands_Agents_(A_New_Open_Source,_Mod__Ausm87d5Ry8.md",14,4,"저처럼 에이전트를 만드는 걸 좋아하고 , 에이전트들이 필요한 모든 작업을 수행하도록 여러 가지 지침을 작성해야 하는 분들이라면 이 글이 도움이 될 겁니다 .",4,3,하지만 저희는 에이전트 방식의 헝겝 솔루션을 만들어 이 기능을 상용화할 수 있도록 하고 싶었습니다 .,6,1,1,"기존 방식은 항상 불안정했고 많은 조정이 필요했으며 , 매우 복잡한 워크플로와 지침을 가진 에이전트를 실제로 작동시키기까지 몇 달이 걸렸습니다.",0,0,,1,1,1,"저희는 이를 모델 기반 에이전트라고 부르며, Q 개발자 에이전트를 위해 개발을 시작했고 , 오늘 오픈 소스로 공개하게 되어 매우 기쁩니다.",0,0,,0,1,1,"네, 마이크를 제외하고는 최근에 나온 모델들은 자체적인 오케스트레이션 관리 능력이 훨씬 뛰어나고, 사용자가 제시한 목표를 논리적으로 분석하며 , 기본 모델이 단독으로는 할 수 없는 작업까지 수행할 수 있도록 도구를 활용하는 능력이 훨씬 뛰어납니다.",1,1,"이 튜터는 여러분의 책, 지식 기반 자료 등 다양한 데이터를 활용할 것이며, 비전 기반 언어 모델을 사용하여 임베딩을 생성하고, 이 임베딩을 Quadrant와 같은 벡터 스토리지에 저장할 것입니다.",0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),17
full,B,vendor_selfpromo,Anthropic,Anthropic,2025-12-11,2025-12,Anthropic,Why we built—and donated—the Model Context Protocol (MCP),channel,en,7394,neutral,6,0,6,1,0,22,Microsoft(17); Anthropic(12); SK텔레콤(5); Cursor(5); OpenAI(2),https://www.youtube.com/watch?v=PLyCki2K0Lg,transcripts/channels/Anthropic/Why_we_built—and_donated—the_Model_Context_Protocol_(MCP)__PLyCki2K0Lg.md,5,4,&gt;&gt; So you could you could verbally just like tell Claude something and then it would immediately connect to the 3D printer and and print something off via this MCP connection.,6,4,Similar when you do anything with calendaring like having a proper overview of a calendar that's visual to you as a human I think it's just a way better way of interacting than getting like a long list of potential uh calendar entries you &gt;&gt; right so yea…,11,0,0,,2,2,We just introduced something called tasks into the protocol which will allow you to do longunning operation and really leads into agentto agent communication.,0,3,3,"One way of doing that, of connecting the AI applications to uh other pieces of software, is the model context protocol or MCP for short, which is an open-source standard developed by anthropic that we are uh announcing today that we're donating to the Linux Fo…",2,2,We want people to connect their um you know what they care about to cla and I think that's what's in there for us is like making sure people feel safe that they can continue to build integrations that will work with cloud that will work with other model provid…,1,0,0,,1,1,I think there's an increasing like focus on like you know running events helping people get come together uh and and around MCP and and and build I think that's one aspect on the protocol side itself I think there two or three important aspects I think one we …,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),17
full,B,vendor_selfpromo,Arm,Arm,2025-11-14,2025-11,Arm,Arm Viewpoints: How AI and advanced robotics are redefining automation,channel,ko,4232,neutral,6,1,3,0,1,36,Arm(11); NVIDIA(4),https://www.youtube.com/watch?v=i7RToTgWszY,transcripts/channels/Arm/Arm_Viewpoints_How_AI_and_advanced_robotics_are_redefining_a__i7RToTgWszY.md,2,2,하지만 저희는 AI를 활용하여 팔레트의 모양에 관계없이 거의 완벽하게 감지할 수 있는 매우 견고한 생성형 AI 시스템을 구축했습니다 .,2,2,"앞으로 물리적 AI, 여기서 물리적 AI란 차세대 생성형 AI를 의미합니다.",6,1,1,특히 지난 3~4년 동안 인공지능이 제조업에서 우리가 직면한 유연성 문제를 해결하고 해소하는 데 매우 강력한 도구로 자리 잡았다는 것이 실제로 일어난 일입니다 .,1,1,그리고 저는 인공지능이 사무실 업무 흐름을 자동화하기 시작하는 방식과 많은 유사점을 찾을 수 있다고 생각합니다.,2,0,0,,0,0,,2,2,2,우리는 증강현실(AR)이 컴퓨터 비전 분야에서 로봇에게 눈을 부여하고 새로운 물체를 쉽게 인식하고 반응하는 방법을 학습할 수 있도록 해주는 매우 강력한 도구라는 것을 알게 되었습니다.,3,3,그리고 기존의 구식 머신 비전 방식을 사용하여 팔레트를 감지한다면 이러한 모든 조건에 매우 취약할 것입니다.,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),17
