file,title,channel,source,lang,month,words,url,aut_level,aut_scope,aut_impact,aut_future,aut_total,aut_hits,aug_level,aug_scope,aug_impact,aug_future,aug_total,aug_hits,dat_level,dat_scope,dat_impact,dat_future,dat_total,dat_hits,aitf_sum,cell_paper,cell_relative,aut_evidence,aug_evidence,dat_evidence
"transcripts/channels/Google_Cloud_Tech/The_Gemini_3_playbook_Optimizing_for_quality,_cost,_and_scal__lbUkqPj63eQ.md","The Gemini 3 playbook: Optimizing for quality, cost, and scale",Google Cloud Tech,channel,ko,2026-06,4417,https://www.youtube.com/watch?v=lbUkqPj63eQ,3,0,0,0,3,9,0,0,0,0,0,0,1,0,0,0,1,1,4,L-L-L,L-L-L,"그러니까 일반적인 머신러닝과 마찬가지로, 새로운 모델 버전의 배포를 완전히 자동화하는 것이 가능합니다. 예를 들어, 추천 모델이나 예측 모델, 또는 고객 생애 가치 모델을 학습시키거나 재학습시키는 것처럼 말이죠. 재학습 과정을 자동화하면 새로운 데이터가 있을 때마다 모델을 학습시키고 운영 환경에 배포할 수 있습니다 . 완전 자동화되어 있습니다. 그리고 문제는, 대규모 언어 모델을 사용해서도 그런 단계에 도달할 수 있을까 하는 것입니다.",,"머신러닝, 특히 예측 머신러닝 시스템을 테스트할 때 가장 어려운 점 중 하나는 데이터 품질과 테스트 케이스의 통계적 유의성을 매우 엄격하게 검증해야 한다는 것입니다. 이제는 수천 개, 때로는 수만 개의 개별 테스트 케이스를 갖춰야 합니다. 테스트 케이스가 통계적으로 유의미한지, 실제 운영 환경의 데이터 분포와 동일한 분포를 따르는지 등을 확인해야 합니다. 따라서 테스트 케이스의 통계적이고 계량경제학적인 측면이 큰 과제입니다."
transcripts/channels/Google_Cloud_Tech/The_agent-quality_flywheel_Using_Gemini_Enterprise_Agent_Pla__eLQAJqydXqY.md,The agent-quality flywheel: Using Gemini Enterprise Agent Platform evaluations to optimize agents,Google Cloud Tech,channel,ko,2026-06,5511,https://www.youtube.com/watch?v=eLQAJqydXqY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
transcripts/channels/Google_Cloud_Tech/This_AI_generates_video_lessons_in_seconds_The_Agent_Factory__FYD1cV2F6sc.md,This AI generates video lessons in seconds | The Agent Factory,Google Cloud Tech,channel,ko,2026-07,7999,https://www.youtube.com/watch?v=FYD1cV2F6sc,1,0,0,0,1,1,1,0,1,0,2,3,1,0,0,0,1,2,4,L-L-L,L-L-L,"음, 시스템에 수업을 만들어 달라고 요청하면 처음부터 끝까지 모든 것을 자동으로 생성해 주는 그런 방식이 아니라는 거죠. 실제로 단계별로 진행됩니다 . 그리고 그것은 또한 사용자가 여러 단계를 어떻게 진행하는지에 따라 달라지는 것이기도 하죠 , 그렇죠? 그래서 처음에는 강의 자료 생성 기능이 있고, 그 다음에는 도표와 비디오 생성 기능이 있습니다. 그리고 객관식 문제 생성도 있습니다. 사용자가 정답을 선택할 때까지 기다리는 단계가 있습니다.","여기에는 실시간 어시스턴트가 있는데, 기본적으로 사용자의 단말기를 주시하면서 사용자의 작업을 관찰하고 즉각적인 피드백을 제공하는 상담원입니다. 비디오 세대에 대해 질문해야겠어요 . 자, 도표는 보시 다시피 영상 제작은 모두가 알다시피 매우 비용이 많이 드는 작업이죠 ? 도표를 보면 원자재에 그것이 필수적이라는 것을 알 수 있나요? 영상 제작 비용이 줄어들까요 ? 생성 속도가 빨라지나요? 그걸로 뭘 알 수 있나요? 응.","아니면 RAG(Rag) 같은 매체를 이용하시는 건가요? 아니면 완전히 다른 곳에서 가져온 건가요? 네 , 몇 가지 출처를 참고했습니다. 음, 그러니까 저희가 수업에서 필기한 내용이 자료 중 하나입니다 . 또한 쿠버네티스 문서 페이지를 검색합니다. 하지만 우리는 많은 비밀을 공개하게 될 겁니다."
transcripts/channels/Google_Cloud_Tech/Tuning_custom_Gemma_models_for_high_speed_computer_vision__PfVjBrgkqpk.md,Tuning custom Gemma models for high speed computer vision,Google Cloud Tech,channel,ko,2026-05,1848,https://www.youtube.com/watch?v=PfVjBrgkqpk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
transcripts/channels/Google_Cloud_Tech/Under_the_hood_for_startups_How_Google_DeepMind_makes_modeli__A4nNQfGqZIs.md,Under the hood for startups: How Google DeepMind makes modeling decisions,Google Cloud Tech,channel,ko,2026-06,5672,https://www.youtube.com/watch?v=A4nNQfGqZIs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
"transcripts/channels/Google_Cloud_Tech/What's_new_for_AI_on_GKE_Training,_serving,_and_agents__XI726xo0a98.md","What's new for AI on GKE: Training, serving, and agents",Google Cloud Tech,channel,ko,2026-06,4434,https://www.youtube.com/watch?v=XI726xo0a98,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,L-L-L,L-L-L,"그래서 우리는 팅커를 설계할 때, 내결함성이나 하드웨어 오류를 감지하고 복구하는 등의 작업을 최종 사용자에게 영향을 미치지 않는 방식으로 완전히 자동화할 수 있도록 해야 합니다. 네, 그리고 오늘날 Tinker는 수십 가지의 기본 모델을 지원합니다. 네, 좋습니다. 저희는 모든 것을 GKE에서 운영하고 있는데, 효율성을 높이기 위해 어떤 노력을 기울이고 있나요? 음, 제 생각에 가장 먼저 해야 할 일은 대부분의 워크로드를 GKE로 통합하는 것입니다. 그래서 저희는 비교적 작은 팀이기 때문에, 하나의 플랫폼에 역량을 집중할 수 있습니",,
transcripts/channels/Google_Cloud_Tech/What's_new_in_AlloyDB_Scale_PostgreSQL_for_agentic_AI_and_hy__vw1AzTNUiE4.md,What's new in AlloyDB: Scale PostgreSQL for agentic AI and hybrid clouds,Google Cloud Tech,channel,ko,2026-06,4909,https://www.youtube.com/watch?v=vw1AzTNUiE4,1,0,3,0,4,2,0,0,0,0,0,0,3,0,2,3,8,9,12,L-L-L,L-L-H,"AlloyDB는 뛰어난 가격 대비 성능, 표준 Postgres보다 2배 향상된 성능, 유지 보수를 포함한 99초 가용성과 같은 고가용성 기능, 거의 다운타임이 없는 업그레이드, 서비스에 내장된 보안 기능, 그리고 데이터베이스 관리를 매우 간편하게 만들어주는 자동화 기능을 제공합니다. AlloyDB AI는 AI를 활용하여 데이터를 강화하는 AI 기능 모음이며, 라비가 이에 대해 더 자세히 설명해 드릴 예정입니다. 마지막으로, 이러한 모든 역량을 바탕으로 저희는 고객 여러분이 계신 곳에서 여러분을 만나고 싶습니다 . AlloyDB Om",,"마지막으로, 맨 아래에 있는 지식 카탈로그에는 데이터 소스를 관리하고 검색할 수 있는 당사의 데이터 거버넌스 솔루션이 있습니다 . 이는 특히 에이전트 워크로드에 중요한데, 에이전트 워크로드는 여러 소스의 데이터가 필요하기 때문에 이러한 카탈로그를 보유하는 것이 매우 중요하기 때문입니다. 자, 그럼 레이크 하우스 페더레이션에 대해 간단히 이야기해 보겠습니다. 이는 BigQuery 외부 데이터 래퍼를 통해 구현됩니다 ."
transcripts/channels/Google_Cloud_Tech/What's_new_in_Cloud_Run__AoisAy_LGpI.md,What's new in Cloud Run,Google Cloud Tech,channel,ko,2026-06,4090,https://www.youtube.com/watch?v=AoisAy_LGpI,1,0,1,0,2,1,0,0,0,0,0,0,2,0,2,0,4,4,6,L-L-L,L-L-H,"간단하고 자동화되어 있으며, 고객 만족도가 매우 높고 생산성을 향상시켜 줍니다. 하지만 실행 시간도 매우 독특합니다. 이 시스템은 모든 코드와 모든 컨테이너를 실행할 수 있습니다 . 이 소재는 초탄성적이며, 0까지 축소될 수 있고, 필요에 따라 매우 빠르게 확장될 수 있습니다 . 그리고 관리할 인프라가 전혀 없습니다 . 가상 머신도 없고, 클러스터도 없고, 인프라도 없습니다. 가격 정책은 그야말로 금상첨화입니다.",,"오늘은 Anthropic이 Cloud Run을 기반으로 가장 중요한 보안 데이터 플랫폼을 구축한 과정을 설명해 드리겠습니다 . 인류학에 대해 간단히 말씀드리겠습니다. 우리의 사명은 인류의 장기적인 이익을 위해 첨단 인공지능을 책임감 있게 개발하고 유지하는 것입니다 . 이 임무는 우리가 데이터를 처리하는 방식을 결정합니다. 이는 단순히 규정 준수 요건을 충족하는 것뿐만 아니라, AI 기업이 사용자 데이터를 어떻게 다뤄야 하는지에 대한 기준을 제시하는 것이기도 합니다 ."
"transcripts/channels/Google_Cloud_Tech/What's_new_in_Cloud_SQL_Drive_performance,_high_availability__zKXbKmpqWB0.md","What's new in Cloud SQL: Drive performance, high availability, and security",Google Cloud Tech,channel,ko,2026-06,4998,https://www.youtube.com/watch?v=zKXbKmpqWB0,2,0,2,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,L-L-L,H-L-L,"Terraform을 통해 100% 자동화가 가능하며 클라우드 SQL 인스턴스의 전체 수명 주기를 관리할 수 있습니다. 최근에 출시한 또 다른 아주 좋은 기능에 대해 이야기하고 싶습니다. 바로 최적화된 클로닝 기능입니다. 새로운 기능을 개발하는 경우, 샌드박스 환경에서 테스트할 수 있는지 확인해야 합니다. 실제 운영 환경과 격리하여 샌드박스 환경에서 빠르게 반복 작업을 진행하려는 것입니다.",,
transcripts/channels/Google_Cloud_Tech/What's_new_in_Go__l4lneZYtjQg.md,What's new in Go,Google Cloud Tech,channel,en,2026-05,2136,https://www.youtube.com/watch?v=l4lneZYtjQg,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,3,L-L-L,L-L-L,"One of Go's core ideas is that source code should be easy for machines to read, write, and edit to support automated refactoring. This idea led to Go's easy-to-read syntax and standardized formatting and continues to inspire our work on gofix and modernizers.",,"This can also affect new AI-generated code as newer features and patterns are less prevalent in training data. To combat this, we've rebuilt the Go fix command to enable continuous modernization."
transcripts/channels/Google_Cloud_Tech/What's_new_in_Google_Cloud's_agent_platform__FxnjRYo3fpU.md,What's new in Google Cloud's agent platform,Google Cloud Tech,channel,ko,2026-06,4689,https://www.youtube.com/watch?v=FxnjRYo3fpU,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,3,L-L-L,L-L-L,에이전트가 별도의 설정 없이 장시간 동안 작업을 자동으로 수행하려면 상당한 구성이 필요하다는 것을 알고 있습니다. 따라서 에이전트 엔진이 이제 개별 에이전트가 최대 7일 동안 사람의 개입 없이 단일 플랜에서 실행될 수 있도록 지원한다는 소식을 알려드리게 되어 기쁩니다 . 그리고 이는 저희가 이미 지원하고 있는 고급 멀티 에이전트 오케스트레이션 기능과 함께 제공됩니다.,,"이곳은 기술팀이 모델을 학습시키고, ADK, Agent Engine 등을 사용하여 에이전트를 구축 및 배포하고, MCP를 사용하여 도구를 개발하고, 주로 BigQuery 데이터 플랫폼에 기반을 둔 지식을 공유하는 곳이지만 , 그 외에도 다양한 분야에서 활용됩니다. 그리고 무엇보다 중요한 것은, 이 플랫폼은 개방형이라는 점입니다. 당사의 SaaS 공급업체에서 제공하는 외부 에이전트, Anthropic과 같은 외부 모델 , 외부 MCP 서버는 모두 A2A, MCP, UCP 등의 표준 프로토콜을 활용하여 원활하게 연결됩니다."
transcripts/channels/Google_Cloud_Tech/What's_new_in_Google_Cloud_databases_for_the_agentic_era__MNr7scIro9Y.md,What's new in Google Cloud databases for the agentic era,Google Cloud Tech,channel,ko,2026-06,4525,https://www.youtube.com/watch?v=MNr7scIro9Y,1,0,1,0,2,2,0,0,0,0,0,0,3,0,0,0,3,12,5,L-L-L,L-L-L,"데이터베이스 관리자는 운영상 많은 어려움에 직면하며, 데이터베이스를 관리하고, 성능 문제를 진단하고, 수동으로 상태를 점검하고, 반복적인 자동화 작업을 처리할 때 지속적으로 대응해야 한다는 것을 우리는 알고 있습니다. 저희는 데이터베이스 관리자(DBA)들이 이 과정을 간소화하고, 변화에 앞서 대응할 수 있도록 지원하고자 합니다 . 그래서 저희는 데이터베이스 에이전트 세트를 개발 중이며 , 그중 두 가지를 이번 주에 발표할 예정입니다.",,"우리는 일반적으로 데이터베이스에 저장되는 정형 데이터, 벡터화되어 데이터베이스나 데이터 레이크에 내장되는 경우가 많은 비정형 데이터 , 그리고 객체 저장소에 객체 형태로 저장되는 경우가 많은 멀티모달 데이터를 가지고 있습니다. 하지만 애플리케이션이 이러한 다양한 유형의 데이터를 하나로 묶는 것은 매우 어렵습니다."
transcripts/channels/Google_Cloud_Tech/What's_new_in_Google_Cloud_databases_for_the_agentic_era__mSCxP1tzGsw.md,What's new in Google Cloud databases for the agentic era,Google Cloud Tech,channel,ko,2026-06,4537,https://www.youtube.com/watch?v=mSCxP1tzGsw,1,0,1,0,2,2,0,0,0,0,0,0,3,0,0,0,3,11,5,L-L-L,L-L-L,"데이터베이스 관리자는 운영상 많은 어려움에 직면하며, 데이터베이스를 관리하고, 성능 문제를 진단하고, 수동으로 상태를 점검하고, 반복적인 자동화 작업을 처리할 때 지속적으로 대응해야 한다는 것을 우리는 알고 있습니다. 저희는 데이터베이스 관리자(DBA)들이 이 과정을 간소화하고, 사전에 대응하여 문제를 조기에 해결할 수 있도록 지원하고자 합니다 . 그래서 저희는 데이터베이스 에이전트 세트를 개발 중이며 , 그중 두 가지를 이번 주에 발표할 예정입니다.",,"우리는 일반적으로 데이터베이스에 저장되는 정형 데이터, 벡터화되어 데이터베이스나 데이터 레이크에 내장되는 경우가 많은 비정형 데이터 , 그리고 객체 저장소에 객체 형태로 저장되는 경우가 많은 멀티모달 데이터를 가지고 있습니다. 하지만 애플리케이션이 이러한 다양한 유형의 데이터를 하나로 묶는 것은 매우 어렵습니다."
transcripts/channels/Google_Cloud_Tech/What's_new_in_Looker_Empowering_business_users_in_the_govern__u72ZSc8jLg4.md,What's new in Looker: Empowering business users in the governed agentic era,Google Cloud Tech,channel,ko,2026-06,4718,https://www.youtube.com/watch?v=u72ZSc8jLg4,1,0,0,0,1,1,2,0,0,0,2,3,2,0,0,3,5,4,8,L-L-L,L-L-H,"예를 들어, Looker는 현재 Git 통합부터 자동화된 테스트에 이르기까지 전체 개발 수명 주기를 관리합니다. 이 기능은 사용자에게 SQL 및 LookML에서 발생하는 오류를 대시보드에 도달하기 전에 감지하는 제어 영역을 제공합니다 . 바로 이러한 수준의 거버넌스가 대기업들이 Looker를 통해 규모를 확장할 수 있도록 확신을 주는 요소입니다.","저희는 Gemini를 활용하여 Looker 제품 내에 다양한 어시스턴트 기능을 구축했습니다. 예를 들어, 고객 여러분 모두가 적절한 차트를 쉽게 만들 수 있도록 시각화 도우미를 제공하고, 사용자가 복잡한 사용자 지정 차원을 작성할 수 있도록 표현식 도우미를 제공합니다. 간단히 말해서, 이러한 어시스턴트를 통해 우리는 비즈니스 인텔리전스( BI)의 어려운 부분을 없애고 있는 것입니다. 우리는 기존의 기술적 난관을 간단한 대화형 상호작용으로 바꾸고 있습니다.","데이터 클라우드의 지식 카탈로그를 Looker와 통합함으로써 귀사의 전체 데이터 자산을 에이전트가 바로 사용할 수 있도록 준비시켜 드립니다. 우리는 AI가 답변에서 행동으로 나아가기 위해 필요한 정확한 맥락을 제공하고 있습니다. 다시 Looker에 초점을 맞춰보면, 우리는 Looker를 어디든 가져가고 있습니다. 이제는 비즈니스 분석가만을 위한 도구가 아닙니다. 배송 기사가 경로 분석 정보를 찾든, 창고 직원이 재고 관리를 하든, 모두에게는 데이터라는 동일한 목표가 있습니다 ."
transcripts/channels/Google_Cloud_Tech/What's_new_with_Gemini_from_Google_DeepMind__92LvgAcR6fI.md,What's new with Gemini from Google DeepMind,Google Cloud Tech,channel,ko,2026-06,4905,https://www.youtube.com/watch?v=92LvgAcR6fI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,L-L-L,L-L-L,,,"하지만 자격 증명, 데이터 접근 및 정보 검색 도 고려하고 있습니다. 그리고 마지막으로, 그것은 신뢰를 바탕으로 구축되어야 하겠죠 ? 사람의 개입을 없애고 클라우드 규모의 이점을 제대로 활용하려면 에이전트가 수행한 작업을 관찰할 수 있어야 합니다 . 시스템이 내린 결정, 접근한 데이터, 생성한 합성 데이터의 종류, 그리고 향후 저장 및 검색을 위해 해당 데이터를 어떤 수준으로 분류했는지 등을 감사할 수 있어야 합니다."
transcripts/channels/Google_Cloud_Tech/What's_new_with_data_agents__Z-AfOcWO_kk.md,What's new with data agents,Google Cloud Tech,channel,ko,2026-06,4962,https://www.youtube.com/watch?v=Z-AfOcWO_kk,2,0,1,3,6,4,2,0,1,0,3,3,2,0,1,3,6,7,15,L-L-L,H-H-H,"이건 제 개인적인 의견이 아니라, 여기 인용문에서 보시다시피 가트너는 2027년까지 기업 의사 결정의 50% 이상이 에이전트형 AI에 의해 보강되거나 자동화될 것이라고 예측하고 있습니다 . 아직 2027년밖에 남지 않았고, 바로 내년이잖아요. 그리고 구글은 생성형 AI와 에이전트형 AI의 모든 영역에서 혁신을 이루고 있기 때문에 고객에게 이러한 약속을 온전히 이행할 수 있는 전략적 위치에 있습니다. 인공지능 인프라의 가장 하위 계층부터 최상위 에이전트 및 애플리케이션 계층에 이르기까지 모든 단계를 살펴봅니다.","자, 보조 기능 분야에서 저희 빅쿼리 어시스턴트를 소개해 드리고 싶습니다 . 저희 BigQuery 도우미는 BigQuery 스튜디오에서 이용하실 수 있습니다. 오른쪽 채팅 패널에서 찾을 수 있으며, 데이터 엔지니어와 데이터 분석가가 SQL을 작성하거나, 새로운 SQL을 만들거나, 기존 SQL의 문제를 해결하는 데 도움이 됩니다. BigQuery 어시스턴트를 사용하면 BigQuery 스튜디오에서 SQL 코드를 실시간으로 작성할 수 있습니다.",바로 이 지점에서 데이터 엔지니어들이 데이터 파이프라인을 구축합니다. 또한 당사의 데이터 엔지니어링 에이전트를 사용하면 데이터 엔지니어가 간단한 자연어 처리부터 시작하여 단 몇 분 만에 정교한 파이프라인을 구축할 수 있습니다 . 그리고 그 여정 전체 과정에서 데이터 엔지니어는 모든 것을 통제할 수 있습니다. 그들은 에이전트가 제공한 사양을 검토하고 계획을 수정하여 비즈니스 요구 사항을 충족하는 데이터 파이프라인을 구축할 수 있습니다 .
transcripts/channels/Google_Cloud_Tech/Why_vibe_coding_fixed_her_imposter_syndrome_The_Agent_Factor__xW-yPOlOCH4.md,"Why ""vibe coding"" fixed her imposter syndrome | The Agent Factory",Google Cloud Tech,channel,en,2026-07,4683,https://www.youtube.com/watch?v=xW-yPOlOCH4,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,1,3,L-L-L,L-L-L,,"You should name your AI assistant. Disagree. I if something about that feels very weird to me, I can't do it. &gt;&gt; Okay. Being funny on the internet is a better career move than being good at lead code. &gt;&gt; For most people, I probably disagree.",I was doing mostly data infrastructure type of work and then I moved over to YouTube and I was working originally in educational features in YouTube and then I got brought into a really cool area called YouTube Labs which everybody should go ahead a
transcripts/channels/Google_DeepMind/10_years_of_AlphaGo_The_turning_point_for_AI_Thore_Graepel_&__qoinGjj60Fo.md,10 years of AlphaGo: The turning point for AI | Thore Graepel & Pushmeet Kohli,Google DeepMind,channel,ko,2026-03,5599,https://www.youtube.com/watch?v=qoinGjj60Fo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
transcripts/channels/Google_DeepMind/When_millions_of_AI_agents_meet__V04bm-3d6EQ.md,When millions of AI agents meet,Google DeepMind,channel,ko,2026-06,5461,https://www.youtube.com/watch?v=V04bm-3d6EQ,2,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,L-L-L,L-L-L,"반면 에이전트는 이러한 과정을 자동화하는 도구를 제공하여 사용자의 작업량을 줄이고 언어 모델이나 에이전트가 작업을 완료하는 데 더 많은 자율성을 부여합니다 . 그러니까, 여러 단계를 거쳐야 하는 작업을 수행하고 싶을 때, 담당자가 계획을 세우고 모든 단계에 대한 조치를 취할 수 있도록 하는 거죠. 물론, 특히 민감하거나 오류 발생 가능성이 높은 작업에는 승인이나 사람의 개입이 필요하겠죠 . 그렇다면 어떤 점이 다른 걸까요?",,
transcripts/channels/Google_Developers/5_engineering_anti-patterns_that_limit_your_career__bhR0c3n7uZA.md,5 engineering anti-patterns that limit your career,Google Developers,channel,en,2025-12,892,https://www.youtube.com/watch?v=bhR0c3n7uZA,0,0,0,0,0,0,1,0,2,0,3,1,0,0,0,0,0,0,3,L-L-L,L-H-L,,"Empower them with clear guidelines, use pair programming as a teaching tool, [music] and accept that 90% right from someone else is often better than 100% right from only you. Finally, let's talk about the anti-pattern of keeping your head down, a lack of visibility.",
transcripts/channels/Google_Developers/A2A_and_MCP_explained_with_ADK__W3h_-eCcmqc.md,A2A and MCP explained: with ADK,Google Developers,channel,ko,2025-12,2572,https://www.youtube.com/watch?v=W3h_-eCcmqc,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,L-L-L,L-L-L,"수동으로 조정하는 대신, 이러한 각 단계를 자동으로 처리하는 AI 에이전트를 구축할 것입니다. 재고가 줄어들면 담당자가 이를 감지하고 승인을 받은 후 주문을 넣습니다. 이번 영상에서는 세 명의 에이전트를 만들어 볼 건데요, 락슈미가 자세히 설명해 드릴 예정이지만, 먼저 간단한 개요를 살펴보겠습니다.",,
transcripts/channels/Google_Developers/AIventure_Vibe_Coding_Journey__xQcbwGS6Ahc.md,AIventure: Vibe Coding Journey,Google Developers,channel,en,2026-06,235,https://www.youtube.com/watch?v=xQcbwGS6Ahc,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L-L-L,L-L-L,"This triggers an autonomous thinking loop. Gemma 4 evaluates the game state, executes specific tool calls to locate a hidden switch, and interacts with a Phaser.js game engine to solve the puzzle.",,
transcripts/channels/Google_Developers/A_fireside_chat_on_the_evolution_of_the_developer_craft__VTYx7Ex-0bA.md,A fireside chat on the evolution of the developer craft,Google Developers,channel,ko,2026-05,6820,https://www.youtube.com/watch?v=VTYx7Ex-0bA,1,0,1,1,3,2,1,0,1,0,2,1,1,0,1,0,2,1,7,L-L-L,L-L-L,"반복적인 작업을 할 때마다, 이 작업을 자동화할 가치가 있을까요? 자동화 비용이 지금은 훨씬 낮아졌습니다. 그리고 제가 좋아하는 일들에 대부분의 시간을 쏟을 때 삶이 더 나아집니다. 멋지네요, 에디는요? 바쁘다고 느끼는 것과 실제로 생산적인 것에는 차이가 있다는 점을 명심하세요. 상담원 20명을 운영하면 정말 정신없이 바쁘게 느껴질 수 있습니다. 그렇다고 해서 실제로 생산적인 일을 하고 있다는 뜻은 아닙니다.","예를 들어, 모두가 검색 증강 생성에 집착했던 Rag 같은 것을 보세요. 그런데 이제는 컨텍스트 설정이나 에이전트 아키텍처에 대한 새로운 패턴들이 등장했는데, 우리는 더 이상 그런 것들에 흥미를 느끼지 못합니다. 이처럼 빠르게 변화하는 도구들을 다루는 방법이나 실무적인 측면에서 우리가 어떻게 무언가를 붙잡을 수 있겠습니까? 우리의 책임은 무엇일까요? 개발자들이 해야 할 일은 무엇이라고 생각하시나요 ?","예를 들어, 모두가 검색 증강 생성에 집착했던 Rag 같은 것을 보세요. 그런데 이제는 컨텍스트 설정이나 에이전트 아키텍처에 대한 새로운 패턴들이 등장했는데, 우리는 더 이상 그런 것들에 흥미를 느끼지 못합니다. 이처럼 빠르게 변화하는 도구들을 다루는 방법이나 실무적인 측면에서 우리가 어떻게 무언가를 붙잡을 수 있겠습니까? 우리의 책임은 무엇일까요? 개발자들이 해야 할 일은 무엇이라고 생각하시나요 ?"
transcripts/channels/Google_Developers/A_new_era_of_discovery_AI_and_the_frontiers_of_science_with___dgBLVm2L1P4.md,A new era of discovery: AI and the frontiers of science with Demis Hassabis,Google Developers,channel,ko,2026-05,5586,https://www.youtube.com/watch?v=dgBLVm2L1P4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,L-L-L,L-L-L,,,"이런 종류의 상황은 일반적인 학습 데이터에서는 절대 볼 수 없지만, 시스템이 어떻게 반응할지 알고 싶을 때 유용합니다. 음, 그래서, 아시 다시피, 이런 유형의 시뮬레이션은 그것을 테스트하는 데 매우 유용합니다. 그리고 만약 시스템이 그곳에서 제대로 작동하지 않는다면, 그것을 통해 더 많은 데이터를 생성하고 학습하는 데 활용할 수 있습니다. 좋아요, 이제 여러분이 가장 좋아할 질문이 될 거예요."
"transcripts/channels/Google_Developers/Agents,_AI_&_The_Next_Wave_Mike_Clark_on_Vertex_AI_at_DevFes__9oYHU1hdDog.md","Agents, AI & The Next Wave: Mike Clark on Vertex AI at DevFest Silicon Valley",Google Developers,channel,ko,2025-11,3655,https://www.youtube.com/watch?v=9oYHU1hdDog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
transcripts/channels/Google_Developers/Antigravity_Arcade_From_prompt_to_game_in_minutes__8I7wr2hYFec.md,Antigravity Arcade: From prompt to game in minutes,Google Developers,channel,ko,2026-07,1057,https://www.youtube.com/watch?v=8I7wr2hYFec,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L-L-L,L-L-L,"업로드가 완료되는 순간, Google Cloud Eventarc 트리거가 Cloud Run 함수를 실행하여 업로드된 파일에 대해 몇 가지 자동화된 검증 및 유효성 검사 단계를 수행합니다. 게임이 통과되면 파일이 재생 버킷으로 복사됩니다 . Firestore 트랜잭션이 발생 하면 게임 카운터가 증가하고, 순차적인 게임 ID가 발급되며, 게임이 관리자 승인을 위해 등록됩니다. 저희 게임 관리 웹 앱을 사용하여 데모 담당자들이 배포된 모든 게임의 플레이 가능성을 테스트하고 검토합니다 .",,
transcripts/channels/Google_Developers/Beyond_the_keynote_with_Sundar_Pichai__9C20esBUf-Q.md,Beyond the keynote with Sundar Pichai,Google Developers,channel,ko,2026-05,3638,https://www.youtube.com/watch?v=9C20esBUf-Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
transcripts/channels/Google_Developers/Bring_the_power_of_on-device_AI_to_life_with_Google_AI_Edge___boy-UjB8hpA.md,Bring the power of on-device AI to life with Google AI Edge and Gemma,Google Developers,channel,ko,2026-05,3928,https://www.youtube.com/watch?v=boy-UjB8hpA,1,0,0,1,2,1,1,1,2,0,4,1,0,0,0,0,0,0,6,L-L-L,L-H-L,하드웨어 가속을 자동으로 처리하여 모델을 원활하게 컴파일하고 장치의 NPU로 전송합니다. 이를 통해 모델은 매우 빠른 속도로 작동 하면서도 전력 소모는 극히 적게 유지합니다. 하지만 크리스의 일은 아직 끝나지 않았습니다. 그는 현장 과학자들을 위한 모바일 앱도 개발하고 있습니다 .,"증강 현실 Max는 오디오 기반 모델과 NPU 통합을 통한 실시간 오디오 전사 기능을 제공하는 SDK를 제공합니다. 그리고 Pico OS는 빠르고, 개인 정보가 보호되며, 기기 내에서 바로 사용할 수 있는 기능을 제공하여 시차 적응에 따른 피로감을 없애줍니다 . 이것이 바로 제가 누리고 있는 시차 적응 장애의 원인입니다. 프로젝트 스완 헤드셋에서 지연 없는 공간 경험을 위해서요.",
